"401","37"
"402","27"
"402","40"
"403","14"
"403","20"
"404","14"
"404","17"
"404","31"
"405","14"
"405","17"
"405","31"
"406","31"
"408","21"
"409","31"
"410","37"
"411","29"
"412","29"
"413","29"
"414","29"
"415","29"
"416","29"
"417","29"
"418","29"
"419","29"
"420","29"
"421","29"
"422","29"
"423","29"
"424","29"
"425","29"
"426","29"
"427","29"
"428","29"
"429","28"
"430","28"
"431","28"
"432","28"
"433","28"
"434","28"
"435","28"
"436","28"
"436","30"
"436","35"
"437","28"
"437","30"
"437","35"
"438","28"
"438","30"
"438","35"
"439","28"
"439","30"
"439","35"
"440","28"
"440","30"
"440","35"
"441","28"
"441","30"
"441","35"
"442","28"
"442","30"
"442","35"
"443","28"
"443","30"
"443","35"
"444","37"
"445","37"
"446","27"
"446","40"
"447","27"
"447","40"
"448","23"
"448","24"
"448","42"
"449","23"
"449","24"
"449","42"
"450","23"
"450","24"
"450","42"
"451","23"
"451","24"
"451","42"
"452","23"
"452","24"
"452","42"
"461","28"
"462","28"
"463","28"
"464","28"
"465","28"
"466","28"
"467","28"
"468","28"
"469","28"
"470","28"
"471","28"
"472","28"
"473","28"
"474","28"
"475","28"
"476","28"
"477","27"
"477","40"
"478","27"
"478","40"
"479","27"
"479","40"
"480","32"
"481","36"
"482","32"
"483","32"
"484","32"
"485","32"
"486","32"
"487","30"
"487","35"
"488","35"
"489","35"
"490","35"
"491","35"
"492","35"
"493","35"
"494","35"
"495","9"
"495","55"
"495","56"
"496","8"
"496","16"
"497","12"
"497","16"
"498","10"
"498","16"
"499","10"
"499","16"
"500","11"
"500","16"
"501","9"
"501","19"
"502","9"
"502","19"
"503","9"
"503","19"
"504","9"
"504","19"
"505","55"
"505","56"
"506","55"
"506","56"
"507","55"
"507","56"
"508","9"
"508","19"
"509","9"
"509","19"
"510","9"
"510","19"
"511","44"
"512","47"
"513","7"
"514","9"
"514","55"
"514","56"
"515","8"
"515","16"
"516","12"
"516","16"
"517","10"
"517","16"
"518","10"
"518","16"
"519","11"
"519","16"
"520","9"
"520","19"
"521","9"
"521","19"
"522","9"
"522","19"
"523","9"
"523","19"
"524","55"
"524","56"
"525","55"
"525","56"
"526","55"
"526","56"
"527","9"
"527","19"
"528","9"
"528","19"
"529","9"
"529","19"
"530","44"
"531","45"
"532","47"
"533","7"
"534","9"
"534","55"
"534","56"
"535","8"
"535","16"
"536","12"
"536","16"
"537","10"
"537","16"
"538","10"
"538","16"
"539","11"
"539","16"
"540","9"
"540","19"
"541","9"
"541","19"
"542","9"
"542","19"
"543","9"
"543","19"
"544","55"
"544","56"
"545","55"
"545","56"
"546","55"
"546","56"
"547","9"
"547","19"
"548","9"
